Indicator,Year,WHO region,Country,Causes,Display Value,Numeric
"Age-standardized DALYs (per 100,000)",2012,Americas,Honduras,All Causes,"33,106",33105.98828
"Age-standardized DALYs (per 100,000)",2012,Americas,Honduras,Communicable & other Group I,"7,618",7617.53418
"Age-standardized DALYs (per 100,000)",2012,Americas,Honduras,Noncommunicable diseases,"20,931",20931.15039
"Age-standardized DALYs (per 100,000)",2012,Americas,Honduras,Injuries,"4,557",4557.29883
"Age-standardized DALYs (per 100,000)",2000,Europe,Croatia,All Causes,"28,663",28663.16992
"Age-standardized DALYs (per 100,000)",2000,Europe,Croatia,Communicable & other Group I,"2,055",2055.5
"Age-standardized DALYs (per 100,000)",2000,Europe,Croatia,Noncommunicable diseases,"23,251",23250.68945
"Age-standardized DALYs (per 100,000)",2000,Europe,Croatia,Injuries,"3,357",3356.97998
"Age-standardized DALYs (per 100,000)",2012,Europe,Croatia,All Causes,"24,063",24062.57031
"Age-standardized DALYs (per 100,000)",2012,Europe,Croatia,Communicable & other Group I,"1,465",1464.67798
"Age-standardized DALYs (per 100,000)",2012,Europe,Croatia,Noncommunicable diseases,"19,964",19964.0293
"Age-standardized DALYs (per 100,000)",2012,Europe,Croatia,Injuries,"2,634",2633.86108
"Age-standardized DALYs (per 100,000)",2000,Americas,Haiti,All Causes,"77,547",77547.00781
"Age-standardized DALYs (per 100,000)",2000,Americas,Haiti,Communicable & other Group I,"41,590",41590.37109
"Age-standardized DALYs (per 100,000)",2000,Americas,Haiti,Noncommunicable diseases,"30,149",30149.36914
"Age-standardized DALYs (per 100,000)",2000,Americas,Haiti,Injuries,"5,807",5807.26904
"Age-standardized DALYs (per 100,000)",2012,Americas,Haiti,All Causes,"61,717",61716.55859
"Age-standardized DALYs (per 100,000)",2012,Americas,Haiti,Communicable & other Group I,"25,114",25114.01953
"Age-standardized DALYs (per 100,000)",2012,Americas,Haiti,Noncommunicable diseases,"28,198",28198.03906
"Age-standardized DALYs (per 100,000)",2012,Americas,Haiti,Injuries,"8,405",8404.50293
"Age-standardized DALYs (per 100,000)",2000,Europe,Hungary,All Causes,"34,543",34543.39063
"Age-standardized DALYs (per 100,000)",2000,Europe,Hungary,Communicable & other Group I,"2,155",2155.073
"Age-standardized DALYs (per 100,000)",2000,Europe,Hungary,Noncommunicable diseases,"28,533",28533.32031
"Age-standardized DALYs (per 100,000)",2000,Europe,Hungary,Injuries,"3,855",3854.99609
"Age-standardized DALYs (per 100,000)",2012,Europe,Hungary,All Causes,"28,707",28706.58008
"Age-standardized DALYs (per 100,000)",2012,Europe,Hungary,Communicable & other Group I,"1,629",1628.74597
"Age-standardized DALYs (per 100,000)",2012,Europe,Hungary,Noncommunicable diseases,"24,271",24270.84961
"Age-standardized DALYs (per 100,000)",2012,Europe,Hungary,Injuries,"2,807",2806.98511
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Indonesia,All Causes,"45,080",45080.30078
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Indonesia,Communicable & other Group I,"15,211",15211.00977
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Indonesia,Noncommunicable diseases,"26,357",26357.24023
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Indonesia,Injuries,"3,512",3512.05005
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Indonesia,All Causes,"36,015",36014.71875
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Indonesia,Communicable & other Group I,"9,550",9550.4707
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Indonesia,Noncommunicable diseases,"23,650",23649.90039
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Indonesia,Injuries,"2,814",2814.34692
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,India,All Causes,"60,447",60446.76953
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,India,Communicable & other Group I,"24,726",24725.85938
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,India,Noncommunicable diseases,"29,039",29039.33984
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,India,Injuries,"6,682",6681.57178
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,India,All Causes,"47,950",47950.19922
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,India,Communicable & other Group I,"15,840",15839.59961
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,India,Noncommunicable diseases,"26,503",26503.43945
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,India,Injuries,"5,607",5607.1709
"Age-standardized DALYs (per 100,000)",2000,Europe,Ireland,All Causes,"24,183",24182.7207
"Age-standardized DALYs (per 100,000)",2000,Europe,Ireland,Communicable & other Group I,"1,695",1695.26904
"Age-standardized DALYs (per 100,000)",2000,Europe,Ireland,Noncommunicable diseases,"19,764",19764.08008
"Age-standardized DALYs (per 100,000)",2000,Europe,Ireland,Injuries,"2,723",2723.37305
"Age-standardized DALYs (per 100,000)",2012,Europe,Ireland,All Causes,"19,319",19319.30078
"Age-standardized DALYs (per 100,000)",2012,Europe,Ireland,Communicable & other Group I,"1,010",1010.27802
"Age-standardized DALYs (per 100,000)",2012,Europe,Ireland,Noncommunicable diseases,"15,944",15943.75977
"Age-standardized DALYs (per 100,000)",2012,Europe,Ireland,Injuries,"2,365",2365.25708
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iran (Islamic Republic of),All Causes,"38,976",38975.73828
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iran (Islamic Republic of),Communicable & other Group I,"6,701",6700.73682
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iran (Islamic Republic of),Noncommunicable diseases,"26,493",26492.67969
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iran (Islamic Republic of),Injuries,"5,782",5782.3252
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iran (Islamic Republic of),All Causes,"30,911",30911.06055
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iran (Islamic Republic of),Communicable & other Group I,"4,440",4439.70605
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iran (Islamic Republic of),Noncommunicable diseases,"22,144",22144.18945
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iran (Islamic Republic of),Injuries,"4,327",4327.16699
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iraq,All Causes,"37,596",37595.78906
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iraq,Communicable & other Group I,"8,906",8905.71094
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iraq,Noncommunicable diseases,"23,759",23758.74023
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Iraq,Injuries,"4,931",4931.33301
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iraq,All Causes,"38,798",38797.89063
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iraq,Communicable & other Group I,"6,929",6928.50879
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iraq,Noncommunicable diseases,"25,058",25057.53906
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Iraq,Injuries,"6,812",6811.84814
"Age-standardized DALYs (per 100,000)",2000,Europe,Iceland,All Causes,"19,812",19812.19922
"Age-standardized DALYs (per 100,000)",2000,Europe,Iceland,Communicable & other Group I,"1,072",1072.43994
"Age-standardized DALYs (per 100,000)",2000,Europe,Iceland,Noncommunicable diseases,"15,891",15890.7998
"Age-standardized DALYs (per 100,000)",2000,Europe,Iceland,Injuries,"2,849",2848.95508
"Age-standardized DALYs (per 100,000)",2012,Europe,Iceland,All Causes,"17,257",17257.30078
"Age-standardized DALYs (per 100,000)",2012,Europe,Iceland,Communicable & other Group I,767,767.00861
"Age-standardized DALYs (per 100,000)",2012,Europe,Iceland,Noncommunicable diseases,"14,417",14417.12988
"Age-standardized DALYs (per 100,000)",2012,Europe,Iceland,Injuries,"2,073",2073.16406
"Age-standardized DALYs (per 100,000)",2000,Europe,Israel,All Causes,"21,702",21702.05078
"Age-standardized DALYs (per 100,000)",2000,Europe,Israel,Communicable & other Group I,"1,474",1473.86804
"Age-standardized DALYs (per 100,000)",2000,Europe,Israel,Noncommunicable diseases,"17,868",17868.42969
"Age-standardized DALYs (per 100,000)",2000,Europe,Israel,Injuries,"2,360",2359.75195
"Age-standardized DALYs (per 100,000)",2012,Europe,Israel,All Causes,"17,719",17719.11914
"Age-standardized DALYs (per 100,000)",2012,Europe,Israel,Communicable & other Group I,"1,217",1216.76001
"Age-standardized DALYs (per 100,000)",2012,Europe,Israel,Noncommunicable diseases,"14,797",14796.58008
"Age-standardized DALYs (per 100,000)",2012,Europe,Israel,Injuries,"1,706",1705.78101
"Age-standardized DALYs (per 100,000)",2000,Europe,Italy,All Causes,"20,294",20293.56055
"Age-standardized DALYs (per 100,000)",2000,Europe,Italy,Communicable & other Group I,"1,280",1280.49402
"Age-standardized DALYs (per 100,000)",2000,Europe,Italy,Noncommunicable diseases,"16,778",16778.23047
"Age-standardized DALYs (per 100,000)",2000,Europe,Italy,Injuries,"2,235",2234.84009
"Age-standardized DALYs (per 100,000)",2012,Europe,Italy,All Causes,"16,957",16957.40039
"Age-standardized DALYs (per 100,000)",2012,Europe,Italy,Communicable & other Group I,"1,015",1014.50598
"Age-standardized DALYs (per 100,000)",2012,Europe,Italy,Noncommunicable diseases,"14,256",14256.08008
"Age-standardized DALYs (per 100,000)",2012,Europe,Italy,Injuries,"1,687",1686.80896
"Age-standardized DALYs (per 100,000)",2000,Americas,Jamaica,All Causes,"37,292",37292.12109
"Age-standardized DALYs (per 100,000)",2000,Americas,Jamaica,Communicable & other Group I,"11,561",11560.73047
"Age-standardized DALYs (per 100,000)",2000,Americas,Jamaica,Noncommunicable diseases,"22,043",22043.06055
"Age-standardized DALYs (per 100,000)",2000,Americas,Jamaica,Injuries,"3,688",3688.32397
"Age-standardized DALYs (per 100,000)",2012,Americas,Jamaica,All Causes,"32,646",32645.99023
"Age-standardized DALYs (per 100,000)",2012,Americas,Jamaica,Communicable & other Group I,"7,125",7125.35596
"Age-standardized DALYs (per 100,000)",2012,Americas,Jamaica,Noncommunicable diseases,"21,085",21085.13086
"Age-standardized DALYs (per 100,000)",2012,Americas,Jamaica,Injuries,"4,436",4435.50391
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Jordan,All Causes,"34,738",34737.62891
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Jordan,Communicable & other Group I,"5,634",5634.34082
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Jordan,Noncommunicable diseases,"25,365",25364.91992
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Jordan,Injuries,"3,738",3738.36694
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Jordan,All Causes,"30,626",30625.99023
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Jordan,Communicable & other Group I,"4,165",4164.94482
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Jordan,Noncommunicable diseases,"23,317",23317.07031
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Jordan,Injuries,"3,144",3143.979
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Japan,All Causes,"17,450",17450.05078
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Japan,Communicable & other Group I,"1,470",1469.83899
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Japan,Noncommunicable diseases,"13,644",13644.20996
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Japan,Injuries,"2,336",2335.99512
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Japan,All Causes,"15,700",15699.59961
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Japan,Communicable & other Group I,"1,219",1219.30896
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Japan,Noncommunicable diseases,"12,158",12157.7002
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Japan,Injuries,"2,323",2322.59692
"Age-standardized DALYs (per 100,000)",2000,Europe,Kazakhstan,All Causes,"54,320",54320.44141
"Age-standardized DALYs (per 100,000)",2000,Europe,Kazakhstan,Communicable & other Group I,"9,164",9163.58105
"Age-standardized DALYs (per 100,000)",2000,Europe,Kazakhstan,Noncommunicable diseases,"36,129",36129.19922
"Age-standardized DALYs (per 100,000)",2000,Europe,Kazakhstan,Injuries,"9,028",9027.65332
"Age-standardized DALYs (per 100,000)",2012,Europe,Kazakhstan,All Causes,"42,084",42083.87891
"Age-standardized DALYs (per 100,000)",2012,Europe,Kazakhstan,Communicable & other Group I,"4,666",4666.34717
"Age-standardized DALYs (per 100,000)",2012,Europe,Kazakhstan,Noncommunicable diseases,"31,442",31441.73047
"Age-standardized DALYs (per 100,000)",2012,Europe,Kazakhstan,Injuries,"5,976",5975.79883
"Age-standardized DALYs (per 100,000)",2000,Africa,Kenya,All Causes,"90,442",90441.71875
"Age-standardized DALYs (per 100,000)",2000,Africa,Kenya,Communicable & other Group I,"62,033",62033.07813
"Age-standardized DALYs (per 100,000)",2000,Africa,Kenya,Noncommunicable diseases,"22,781",22781.49023
"Age-standardized DALYs (per 100,000)",2000,Africa,Kenya,Injuries,"5,627",5627.15381
"Age-standardized DALYs (per 100,000)",2012,Africa,Kenya,All Causes,"62,578",62577.71875
"Age-standardized DALYs (per 100,000)",2012,Africa,Kenya,Communicable & other Group I,"34,731",34730.85938
"Age-standardized DALYs (per 100,000)",2012,Africa,Kenya,Noncommunicable diseases,"22,461",22461.33984
"Age-standardized DALYs (per 100,000)",2012,Africa,Kenya,Injuries,"5,386",5385.52002
"Age-standardized DALYs (per 100,000)",2000,Europe,Kyrgyzstan,All Causes,"47,692",47691.75
"Age-standardized DALYs (per 100,000)",2000,Europe,Kyrgyzstan,Communicable & other Group I,"10,405",10405.25
"Age-standardized DALYs (per 100,000)",2000,Europe,Kyrgyzstan,Noncommunicable diseases,"32,358",32357.59961
"Age-standardized DALYs (per 100,000)",2000,Europe,Kyrgyzstan,Injuries,"4,929",4928.90479
"Age-standardized DALYs (per 100,000)",2012,Europe,Kyrgyzstan,All Causes,"39,969",39968.5
"Age-standardized DALYs (per 100,000)",2012,Europe,Kyrgyzstan,Communicable & other Group I,"6,242",6241.99512
"Age-standardized DALYs (per 100,000)",2012,Europe,Kyrgyzstan,Noncommunicable diseases,"29,474",29474.32031
"Age-standardized DALYs (per 100,000)",2012,Europe,Kyrgyzstan,Injuries,"4,252",4252.18506
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Cambodia,All Causes,"64,725",64724.75
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Cambodia,Communicable & other Group I,"34,289",34288.73828
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Cambodia,Noncommunicable diseases,"24,222",24221.75
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Cambodia,Injuries,"6,214",6214.25684
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Cambodia,All Causes,"40,007",40007.03125
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Cambodia,Communicable & other Group I,"14,772",14772.12012
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Cambodia,Noncommunicable diseases,"20,969",20968.9707
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Cambodia,Injuries,"4,266",4265.93408
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Republic of Korea,All Causes,"23,891",23891.21094
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Republic of Korea,Communicable & other Group I,"1,771",1771.40503
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Republic of Korea,Noncommunicable diseases,"18,805",18804.50977
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Republic of Korea,Injuries,"3,315",3315.302
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Republic of Korea,All Causes,"17,921",17921.05078
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Republic of Korea,Communicable & other Group I,"1,452",1451.51404
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Republic of Korea,Noncommunicable diseases,"13,824",13823.63965
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Republic of Korea,Injuries,"2,646",2645.90088
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Kuwait,All Causes,"27,964",27963.81055
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Kuwait,Communicable & other Group I,"3,127",3127.3999
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Kuwait,Noncommunicable diseases,"22,068",22068.2793
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Kuwait,Injuries,"2,768",2768.12109
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Kuwait,All Causes,"22,687",22687.28906
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Kuwait,Communicable & other Group I,"3,215",3214.56909
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Kuwait,Noncommunicable diseases,"17,433",17433.4707
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Kuwait,Injuries,"2,039",2039.25195
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Lao People's Democratic Republic,All Causes,"65,716",65716.46875
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Lao People's Democratic Republic,Communicable & other Group I,"28,646",28645.9707
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Lao People's Democratic Republic,Noncommunicable diseases,"30,741",30740.58008
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Lao People's Democratic Republic,Injuries,"6,330",6329.9209
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Lao People's Democratic Republic,All Causes,"49,556",49556.19141
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Lao People's Democratic Republic,Communicable & other Group I,"19,510",19509.55078
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Lao People's Democratic Republic,Noncommunicable diseases,"25,673",25673.26953
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Lao People's Democratic Republic,Injuries,"4,373",4373.37891
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Lebanon,All Causes,"28,985",28984.67969
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Lebanon,Communicable & other Group I,"3,989",3989.19897
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Lebanon,Noncommunicable diseases,"21,604",21604.08008
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Lebanon,Injuries,"3,391",3391.396
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Lebanon,All Causes,"20,828",20827.76953
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Lebanon,Communicable & other Group I,"2,685",2684.86499
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Lebanon,Noncommunicable diseases,"16,000",16000.44043
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Lebanon,Injuries,"2,142",2142.46509
"Age-standardized DALYs (per 100,000)",2000,Africa,Liberia,All Causes,"100,675",100674.8984
"Age-standardized DALYs (per 100,000)",2000,Africa,Liberia,Communicable & other Group I,"63,650",63649.67969
"Age-standardized DALYs (per 100,000)",2000,Africa,Liberia,Noncommunicable diseases,"30,892",30891.83984
"Age-standardized DALYs (per 100,000)",2000,Africa,Liberia,Injuries,"6,133",6133.38281
"Age-standardized DALYs (per 100,000)",2012,Africa,Liberia,All Causes,"62,373",62372.60938
"Age-standardized DALYs (per 100,000)",2012,Africa,Liberia,Communicable & other Group I,"31,939",31939.48047
"Age-standardized DALYs (per 100,000)",2012,Africa,Liberia,Noncommunicable diseases,"26,045",26045.41992
"Age-standardized DALYs (per 100,000)",2012,Africa,Liberia,Injuries,"4,388",4387.70508
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Libya,All Causes,"35,341",35340.80078
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Libya,Communicable & other Group I,"5,249",5248.97021
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Libya,Noncommunicable diseases,"26,401",26400.56055
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Libya,Injuries,"3,691",3691.27197
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Libya,All Causes,"28,906",28905.50977
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Libya,Communicable & other Group I,"3,479",3479.09009
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Libya,Noncommunicable diseases,"22,032",22032.05078
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Libya,Injuries,"3,394",3394.37305
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Sri Lanka,All Causes,"39,730",39729.89844
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Sri Lanka,Communicable & other Group I,"6,604",6604.03076
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Sri Lanka,Noncommunicable diseases,"24,361",24361.23047
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Sri Lanka,Injuries,"8,765",8764.63379
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Sri Lanka,All Causes,"28,527",28526.51953
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Sri Lanka,Communicable & other Group I,"4,131",4130.87598
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Sri Lanka,Noncommunicable diseases,"20,143",20143.33008
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Sri Lanka,Injuries,"4,252",4252.3042
"Age-standardized DALYs (per 100,000)",2000,Africa,Lesotho,All Causes,"106,381",106381
"Age-standardized DALYs (per 100,000)",2000,Africa,Lesotho,Communicable & other Group I,"71,288",71287.53125
"Age-standardized DALYs (per 100,000)",2000,Africa,Lesotho,Noncommunicable diseases,"27,561",27561.17969
"Age-standardized DALYs (per 100,000)",2000,Africa,Lesotho,Injuries,"7,532",7532.34912
"Age-standardized DALYs (per 100,000)",2012,Africa,Lesotho,All Causes,"99,421",99420.89063
"Age-standardized DALYs (per 100,000)",2012,Africa,Lesotho,Communicable & other Group I,"64,355",64354.62891
"Age-standardized DALYs (per 100,000)",2012,Africa,Lesotho,Noncommunicable diseases,"26,920",26919.7207
"Age-standardized DALYs (per 100,000)",2012,Africa,Lesotho,Injuries,"8,147",8146.54688
"Age-standardized DALYs (per 100,000)",2000,Europe,Lithuania,All Causes,"33,906",33905.60156
"Age-standardized DALYs (per 100,000)",2000,Europe,Lithuania,Communicable & other Group I,"2,568",2568.02808
"Age-standardized DALYs (per 100,000)",2000,Europe,Lithuania,Noncommunicable diseases,"24,675",24675.00977
"Age-standardized DALYs (per 100,000)",2000,Europe,Lithuania,Injuries,"6,663",6662.5542
"Age-standardized DALYs (per 100,000)",2012,Europe,Lithuania,All Causes,"30,215",30214.68945
"Age-standardized DALYs (per 100,000)",2012,Europe,Lithuania,Communicable & other Group I,"2,248",2248.09302
"Age-standardized DALYs (per 100,000)",2012,Europe,Lithuania,Noncommunicable diseases,"23,603",23603.15039
"Age-standardized DALYs (per 100,000)",2012,Europe,Lithuania,Injuries,"4,363",4363.4541
"Age-standardized DALYs (per 100,000)",2000,Europe,Luxembourg,All Causes,"22,677",22676.64063
"Age-standardized DALYs (per 100,000)",2000,Europe,Luxembourg,Communicable & other Group I,"1,102",1101.65601
"Age-standardized DALYs (per 100,000)",2000,Europe,Luxembourg,Noncommunicable diseases,"18,528",18527.55078
"Age-standardized DALYs (per 100,000)",2000,Europe,Luxembourg,Injuries,"3,047",3047.43896
"Age-standardized DALYs (per 100,000)",2012,Europe,Luxembourg,All Causes,"18,648",18647.5293
"Age-standardized DALYs (per 100,000)",2012,Europe,Luxembourg,Communicable & other Group I,905,904.54688
"Age-standardized DALYs (per 100,000)",2012,Europe,Luxembourg,Noncommunicable diseases,"15,670",15670.23047
"Age-standardized DALYs (per 100,000)",2012,Europe,Luxembourg,Injuries,"2,073",2072.75195
"Age-standardized DALYs (per 100,000)",2000,Europe,Latvia,All Causes,"37,190",37189.53906
"Age-standardized DALYs (per 100,000)",2000,Europe,Latvia,Communicable & other Group I,"3,503",3503.47705
"Age-standardized DALYs (per 100,000)",2000,Europe,Latvia,Noncommunicable diseases,"27,007",27007.09961
"Age-standardized DALYs (per 100,000)",2000,Europe,Latvia,Injuries,"6,679",6678.97217
"Age-standardized DALYs (per 100,000)",2012,Europe,Latvia,All Causes,"29,932",29932.39063
"Age-standardized DALYs (per 100,000)",2012,Europe,Latvia,Communicable & other Group I,"2,657",2657.19312
"Age-standardized DALYs (per 100,000)",2012,Europe,Latvia,Noncommunicable diseases,"23,964",23963.83984
"Age-standardized DALYs (per 100,000)",2012,Europe,Latvia,Injuries,"3,311",3311.36499
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Morocco,All Causes,"43,710",43709.76172
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Morocco,Communicable & other Group I,"11,775",11774.80957
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Morocco,Noncommunicable diseases,"28,477",28477.18945
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Morocco,Injuries,"3,458",3457.76099
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Morocco,All Causes,"38,061",38061.16016
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Morocco,Communicable & other Group I,"8,260",8259.75879
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Morocco,Noncommunicable diseases,"26,649",26648.85938
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Morocco,Injuries,"3,153",3152.53296
"Age-standardized DALYs (per 100,000)",2000,Europe,Republic of Moldova,All Causes,"43,034",43033.71875
"Age-standardized DALYs (per 100,000)",2000,Europe,Republic of Moldova,Communicable & other Group I,"5,646",5646.49023
"Age-standardized DALYs (per 100,000)",2000,Europe,Republic of Moldova,Noncommunicable diseases,"32,122",32121.68945
"Age-standardized DALYs (per 100,000)",2000,Europe,Republic of Moldova,Injuries,"5,266",5265.53906
"Age-standardized DALYs (per 100,000)",2012,Europe,Republic of Moldova,All Causes,"35,472",35471.64063
"Age-standardized DALYs (per 100,000)",2012,Europe,Republic of Moldova,Communicable & other Group I,"3,912",3911.58594
"Age-standardized DALYs (per 100,000)",2012,Europe,Republic of Moldova,Noncommunicable diseases,"27,189",27188.66016
"Age-standardized DALYs (per 100,000)",2012,Europe,Republic of Moldova,Injuries,"4,371",4371.39111
"Age-standardized DALYs (per 100,000)",2000,Africa,Madagascar,All Causes,"72,916",72915.90625
"Age-standardized DALYs (per 100,000)",2000,Africa,Madagascar,Communicable & other Group I,"37,353",37353.44922
"Age-standardized DALYs (per 100,000)",2000,Africa,Madagascar,Noncommunicable diseases,"30,008",30007.56055
"Age-standardized DALYs (per 100,000)",2000,Africa,Madagascar,Injuries,"5,555",5554.89795
"Age-standardized DALYs (per 100,000)",2012,Africa,Madagascar,All Causes,"54,971",54971.25
"Age-standardized DALYs (per 100,000)",2012,Africa,Madagascar,Communicable & other Group I,"24,108",24108.41016
"Age-standardized DALYs (per 100,000)",2012,Africa,Madagascar,Noncommunicable diseases,"25,995",25994.59961
"Age-standardized DALYs (per 100,000)",2012,Africa,Madagascar,Injuries,"4,868",4868.24316
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Maldives,All Causes,"43,610",43609.89063
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Maldives,Communicable & other Group I,"10,334",10333.66016
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Maldives,Noncommunicable diseases,"29,110",29109.66992
